SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/1/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/2/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/3/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/4/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/5/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/6/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/7/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/8/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/9/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/10/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/11/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/12/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/13/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/14/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/15/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/16/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/17/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/18/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/19/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/20/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/21/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/22/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","23.983353","2.302402"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/23/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/24/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/25/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/26/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/27/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/28/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/29/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/30/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","24","2.304000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/31/2022","d4dbd82d-238a-53ec-aa3e-002efcbc1eb2","Virtual Machines","Dsv4 Series","US West 2","D2s v4","19","1.824000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/1/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144","110.592000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/2/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144","110.592000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/3/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","143.983353","110.579215"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/4/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","143.983353","110.579215"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/5/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144","110.592000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/6/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144","110.592000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/7/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144","110.592000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/8/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144","110.592000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/9/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144","110.592000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/10/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144","110.592000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/11/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144","110.592000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/12/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144","110.592000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/13/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144","110.592000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/14/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144","110.592000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/15/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144.366674","110.873606"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/16/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144.416675","110.912006"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/17/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","143.983353","110.579215"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/18/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","143.983353","110.579215"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/19/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","143.983353","110.579215"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/20/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144","110.592000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/21/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144","110.592000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/22/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","143.966706","110.566430"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/23/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","154.966686","119.014415"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/24/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144.766682","111.180812"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/25/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144","110.592000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/26/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144","110.592000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/27/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144","110.592000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/28/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","143.983353","110.579215"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/29/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144","110.592000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/30/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","144","110.592000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/31/2022","541a40ac-0d60-5c0d-a055-0050be6071b0","Virtual Machines","Dsv4 Series","US West 2","D16s v4","114","87.552000"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/1/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/2/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/3/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/4/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/5/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/6/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/7/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/8/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/9/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/10/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/11/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/12/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/13/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/14/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/15/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/16/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/17/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/18/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/19/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/20/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/21/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/22/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/23/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/24/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/25/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/26/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/27/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/28/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/29/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/30/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","96","8.409600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/31/2022","d2c846a8-6846-4ca7-a126-00f9abb7888a","Azure Database for PostgreSQL","General Purpose - Compute Gen5","US West 2","vCore","76","6.657600"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/1/2022","f7870069-8483-47ba-8fc6-050af76c8a85","Storage","Tiered Block Blob","US West 2","Hot RA-GRS Data Stored","3.393144","0.156096"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/2/2022","f7870069-8483-47ba-8fc6-050af76c8a85","Storage","Tiered Block Blob","US West 2","Hot RA-GRS Data Stored","3.393144","0.156096"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/3/2022","f7870069-8483-47ba-8fc6-050af76c8a85","Storage","Tiered Block Blob","US West 2","Hot RA-GRS Data Stored","3.393144","0.156096"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/4/2022","f7870069-8483-47ba-8fc6-050af76c8a85","Storage","Tiered Block Blob","US West 2","Hot RA-GRS Data Stored","5.937984","0.273150"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/5/2022","f7870069-8483-47ba-8fc6-050af76c8a85","Storage","Tiered Block Blob","US West 2","Hot RA-GRS Data Stored","5.655224","0.260144"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/6/2022","f7870069-8483-47ba-8fc6-050af76c8a85","Storage","Tiered Block Blob","US West 2","Hot RA-GRS Data Stored","3.393144","0.156096"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/7/2022","f7870069-8483-47ba-8fc6-050af76c8a85","Storage","Tiered Block Blob","US West 2","Hot RA-GRS Data Stored","3.393144","0.156096"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/8/2022","f7870069-8483-47ba-8fc6-050af76c8a85","Storage","Tiered Block Blob","US West 2","Hot RA-GRS Data Stored","3.393144","0.156096"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/9/2022","f7870069-8483-47ba-8fc6-050af76c8a85","Storage","Tiered Block Blob","US West 2","Hot RA-GRS Data Stored","3.393144","0.156096"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/10/2022","f7870069-8483-47ba-8fc6-050af76c8a85","Storage","Tiered Block Blob","US West 2","Hot RA-GRS Data Stored","3.393144","0.156096"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/11/2022","f7870069-8483-47ba-8fc6-050af76c8a85","Storage","Tiered Block Blob","US West 2","Hot RA-GRS Data Stored","3.393144","0.156096"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/12/2022","f7870069-8483-47ba-8fc6-050af76c8a85","Storage","Tiered Block Blob","US West 2","Hot RA-GRS Data Stored","3.393144","0.156096"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/13/2022","f7870069-8483-47ba-8fc6-050af76c8a85","Storage","Tiered Block Blob","US West 2","Hot RA-GRS Data Stored","3.393144","0.156096"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/14/2022","f7870069-8483-47ba-8fc6-050af76c8a85","Storage","Tiered Block Blob","US West 2","Hot RA-GRS Data Stored","3.393144","0.156096"
"Microsoft Azure Sponsorship - $250k - 2020-07","7fb63b07-add6-45d4-a25a-49e2801b1e8d","10/15/2022","f7870069-8483-47ba-8fc6-050af76c8a85","Storage","Tiered Block Blob","US West 2","Hot RA-GRS Data Stored","3.393144","0.156096"
