idx,steps,episodes,reward,time,agent0_reward,agent1_reward,agent2_reward,agent3_reward,agent4_reward,agent5_reward
70,41890,710,-8.464,22.501,-1.41,-1.41,-1.41,-1.41,-1.41,-1.41
71,42480,720,-7.533,22.501,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
72,43070,730,-8.354,22.501,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39
73,43660,740,-7.866,22.501,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31
74,44250,750,-8.019,22.516,-1.34,-1.34,-1.34,-1.34,-1.34,-1.34
75,44840,760,-8.564,22.532,-1.43,-1.43,-1.43,-1.43,-1.43,-1.43
76,45430,770,-7.823,22.563,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3
77,46020,780,-8.284,22.596,-1.38,-1.38,-1.38,-1.38,-1.38,-1.38
78,46610,790,-7.571,22.656,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
79,47200,800,-7.437,22.626,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24
80,47790,810,-7.83,22.642,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31
81,48380,820,-8.506,22.61,-1.42,-1.42,-1.42,-1.42,-1.42,-1.42
82,48970,830,-7.48,22.595,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25
83,49560,840,-7.953,22.626,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33
84,50150,850,-7.348,22.642,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22
85,50740,860,-7.744,22.642,-1.29,-1.29,-1.29,-1.29,-1.29,-1.29
86,51330,870,-8.804,22.673,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47
87,51920,880,-7.607,26.064,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
88,52510,890,-7.266,26.595,-1.21,-1.21,-1.21,-1.21,-1.21,-1.21
89,53100,900,-8.568,28.564,-1.43,-1.43,-1.43,-1.43,-1.43,-1.43
90,53690,910,-7.543,26.235,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
91,54280,920,-7.691,22.72,-1.28,-1.28,-1.28,-1.28,-1.28,-1.28
92,54870,930,-8.435,22.673,-1.41,-1.41,-1.41,-1.41,-1.41,-1.41
93,55460,940,-7.77,22.657,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3
94,56050,950,-7.906,22.688,-1.32,-1.32,-1.32,-1.32,-1.32,-1.32
95,56640,960,-7.498,22.657,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25
96,57230,970,-6.941,22.626,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
97,57820,980,-8.634,22.688,-1.44,-1.44,-1.44,-1.44,-1.44,-1.44
98,58410,990,-7.966,22.673,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33
99,59000,1000,-6.95,22.813,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
100,59590,1010,-7.516,23.204,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25
101,60180,1020,-7.367,23.063,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23
102,60770,1030,-7.46,22.688,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24
103,61360,1040,-8.35,22.61,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39
104,61950,1050,-7.09,22.61,-1.18,-1.18,-1.18,-1.18,-1.18,-1.18
105,62540,1060,-7.488,22.892,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25
106,63130,1070,-7.477,22.657,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25
107,63720,1080,-6.804,22.61,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
108,64310,1090,-7.52,22.548,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25
109,64900,1100,-8.322,22.548,-1.39,-1.39,-1.39,-1.39,-1.39,-1.39
110,65490,1110,-7.393,22.548,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23
111,66080,1120,-7.154,22.563,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
112,66670,1130,-7.002,22.673,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
113,67260,1140,-7.437,22.517,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24
114,67850,1150,-8.594,22.501,-1.43,-1.43,-1.43,-1.43,-1.43,-1.43
115,68440,1160,-7.124,22.516,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
116,69030,1170,-7.024,22.485,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
117,69620,1180,-7.81,22.501,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3
118,70210,1190,-7.08,22.673,-1.18,-1.18,-1.18,-1.18,-1.18,-1.18
119,70800,1200,-7.423,22.532,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24
120,71390,1210,-7.891,22.516,-1.32,-1.32,-1.32,-1.32,-1.32,-1.32
121,71980,1220,-7.448,22.517,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24
122,72570,1230,-7.355,22.563,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23
123,73160,1240,-7.245,22.563,-1.21,-1.21,-1.21,-1.21,-1.21,-1.21
124,73750,1250,-7.035,22.563,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
125,74340,1260,-8.239,22.548,-1.37,-1.37,-1.37,-1.37,-1.37,-1.37
126,74930,1270,-7.681,22.548,-1.28,-1.28,-1.28,-1.28,-1.28,-1.28
127,75520,1280,-6.818,22.548,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
128,76110,1290,-7.246,22.517,-1.21,-1.21,-1.21,-1.21,-1.21,-1.21
129,76700,1300,-7.305,22.501,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22
130,77290,1310,-7.404,22.517,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23
131,77880,1320,-7.978,22.657,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33
132,78470,1330,-7.031,22.518,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
133,79060,1340,-7.503,22.547,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25
134,79650,1350,-7.186,22.548,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2
135,80240,1360,-6.968,22.563,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
136,80830,1370,-7.316,22.548,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22
137,81420,1380,-8.243,22.532,-1.37,-1.37,-1.37,-1.37,-1.37,-1.37
138,82010,1390,-7.156,22.517,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
139,82600,1400,-6.872,22.532,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
140,83190,1410,-7.059,22.485,-1.18,-1.18,-1.18,-1.18,-1.18,-1.18
141,83780,1420,-7.077,22.704,-1.18,-1.18,-1.18,-1.18,-1.18,-1.18
142,84370,1430,-8.377,22.626,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4
143,84960,1440,-7.009,22.501,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
144,85550,1450,-7.01,22.532,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
145,86140,1460,-7.226,22.501,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2
146,86730,1470,-7.129,22.517,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
147,87320,1480,-7.396,22.485,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23
148,87910,1490,-7.907,22.501,-1.32,-1.32,-1.32,-1.32,-1.32,-1.32
149,88500,1500,-7.329,22.485,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22
150,89090,1510,-7.424,22.517,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24
151,89680,1520,-6.932,22.517,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
152,90270,1530,-6.685,22.485,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
153,90860,1540,-8.021,22.626,-1.34,-1.34,-1.34,-1.34,-1.34,-1.34
154,91450,1550,-7.461,22.548,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24
155,92040,1560,-6.801,22.673,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
156,92630,1570,-6.917,22.548,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
157,93220,1580,-7.16,22.564,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
158,93810,1590,-7.395,22.594,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23
159,94400,1600,-7.735,22.563,-1.29,-1.29,-1.29,-1.29,-1.29,-1.29
160,94990,1610,-7.043,22.548,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
161,95580,1620,-7.463,22.579,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24
162,96170,1630,-7.28,22.548,-1.21,-1.21,-1.21,-1.21,-1.21,-1.21
163,96760,1640,-6.936,22.516,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
164,97350,1650,-7.306,22.501,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22
165,97940,1660,-7.96,22.579,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33
166,98530,1670,-7.007,22.595,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
167,99120,1680,-7.394,22.501,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23
168,99710,1690,-7.081,22.517,-1.18,-1.18,-1.18,-1.18,-1.18,-1.18
169,100300,1700,-7.06,22.548,-1.18,-1.18,-1.18,-1.18,-1.18,-1.18
170,100890,1710,-8.272,22.485,-1.38,-1.38,-1.38,-1.38,-1.38,-1.38
171,101480,1720,-6.882,22.517,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
172,102070,1730,-6.944,22.532,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
173,102660,1740,-7.355,22.517,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23
174,103250,1750,-6.974,22.563,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
175,103840,1760,-7.412,22.579,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24
176,104430,1770,-7.75,22.595,-1.29,-1.29,-1.29,-1.29,-1.29,-1.29
177,105020,1780,-7.345,23.267,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22
178,105610,1790,-7.39,22.563,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23
179,106200,1800,-7.297,22.97,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22
180,106790,1810,-6.984,22.61,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
181,107380,1820,-8.012,22.563,-1.34,-1.34,-1.34,-1.34,-1.34,-1.34
182,107970,1830,-7.621,22.563,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
183,108560,1840,-7.014,22.517,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
184,109150,1850,-7.126,22.485,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
185,109740,1860,-7.147,22.673,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
186,110330,1870,-7.497,22.548,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25
187,110920,1880,-7.774,22.548,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3
188,111510,1890,-6.957,22.532,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
189,112100,1900,-7.122,22.595,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
190,112690,1910,-7.055,22.642,-1.18,-1.18,-1.18,-1.18,-1.18,-1.18
191,113280,1920,-6.839,22.532,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
192,113870,1930,-7.387,22.532,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23
193,114460,1940,-8.278,22.579,-1.38,-1.38,-1.38,-1.38,-1.38,-1.38
194,115050,1950,-7.166,22.501,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
195,115640,1960,-6.843,22.516,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
196,116230,1970,-6.804,22.501,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
197,116820,1980,-6.879,22.501,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
198,117410,1990,-8.491,22.501,-1.42,-1.42,-1.42,-1.42,-1.42,-1.42
199,118000,2000,-6.927,22.517,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
200,118590,2010,-6.764,24.501,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
201,119180,2020,-7.158,25.798,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
202,119770,2030,-6.905,28.032,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
203,120360,2040,-7.142,28.595,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
204,120950,2050,-7.583,22.751,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
205,121540,2060,-6.921,22.829,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
206,122130,2070,-6.873,22.516,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
207,122720,2080,-6.797,22.563,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
208,123310,2090,-6.773,22.563,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
209,123900,2100,-7.967,22.579,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33
210,124490,2110,-7.703,22.579,-1.28,-1.28,-1.28,-1.28,-1.28,-1.28
211,125080,2120,-6.855,22.548,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
212,125670,2130,-6.777,22.548,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
213,126260,2140,-6.962,22.548,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
214,126850,2150,-7.374,22.532,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23
215,127440,2160,-7.695,22.532,-1.28,-1.28,-1.28,-1.28,-1.28,-1.28
216,128030,2170,-6.883,22.548,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
217,128620,2180,-7.209,22.517,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2
218,129210,2190,-6.913,22.501,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
219,129800,2200,-6.602,22.516,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
220,130390,2210,-7.23,22.657,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2
221,130980,2220,-7.875,22.517,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31
222,131570,2230,-6.878,22.516,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
223,132160,2240,-6.741,22.501,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
224,132750,2250,-6.583,22.501,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
225,133340,2260,-6.812,22.501,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
226,133930,2270,-8.639,22.532,-1.44,-1.44,-1.44,-1.44,-1.44,-1.44
227,134520,2280,-6.97,22.517,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
228,135110,2290,-6.686,22.642,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
229,135700,2300,-6.977,22.516,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
230,136290,2310,-7.103,22.563,-1.18,-1.18,-1.18,-1.18,-1.18,-1.18
231,136880,2320,-7.369,22.548,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23
232,137470,2330,-7.842,22.563,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31
233,138060,2340,-7.242,22.548,-1.21,-1.21,-1.21,-1.21,-1.21,-1.21
234,138650,2350,-7.215,22.548,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2
235,139240,2360,-6.793,22.517,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
236,139830,2370,-6.657,22.563,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
237,140420,2380,-7.92,22.532,-1.32,-1.32,-1.32,-1.32,-1.32,-1.32
238,141010,2390,-7.55,22.485,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
239,141600,2400,-6.716,22.501,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
240,142190,2410,-6.772,22.516,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
241,142780,2420,-6.675,22.626,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
242,143370,2430,-7.193,22.641,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2
243,143960,2440,-7.759,22.563,-1.29,-1.29,-1.29,-1.29,-1.29,-1.29
244,144550,2450,-6.847,22.516,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
245,145140,2460,-6.877,22.532,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
246,145730,2470,-6.736,22.501,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
247,146320,2480,-6.489,22.517,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
248,146910,2490,-7.134,22.532,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
249,147500,2500,-7.878,22.501,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31
250,148090,2510,-7.087,22.579,-1.18,-1.18,-1.18,-1.18,-1.18,-1.18
251,148680,2520,-6.725,22.595,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
252,149270,2530,-6.547,22.61,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
253,149860,2540,-6.785,22.704,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
254,150450,2550,-8.287,22.61,-1.38,-1.38,-1.38,-1.38,-1.38,-1.38
255,151040,2560,-6.777,22.61,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
256,151630,2570,-6.716,22.516,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
257,152220,2580,-6.985,22.517,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
258,152810,2590,-6.7,22.501,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
259,153400,2600,-6.937,22.532,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
260,153990,2610,-7.535,22.548,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
261,154580,2620,-7.034,22.548,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
262,155170,2630,-7.009,22.563,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
263,155760,2640,-6.643,22.548,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
264,156350,2650,-6.397,22.563,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
265,156940,2660,-7.649,22.579,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
266,157530,2670,-7.378,22.72,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23
267,158120,2680,-6.715,22.86,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
268,158710,2690,-6.787,23.392,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
269,159300,2700,-6.693,23.173,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
270,159890,2710,-7.053,22.72,-1.18,-1.18,-1.18,-1.18,-1.18,-1.18
271,160480,2720,-7.647,22.642,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
272,161070,2730,-6.72,22.657,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
273,161660,2740,-6.937,22.86,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
274,162250,2750,-6.754,22.595,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
275,162840,2760,-6.578,22.548,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
276,163430,2770,-6.93,22.532,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
277,164020,2780,-7.834,22.532,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31
278,164610,2790,-6.922,22.532,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
279,165200,2800,-6.821,22.548,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
280,165790,2810,-6.626,22.673,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
281,166380,2820,-6.602,22.563,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
282,166970,2830,-8.218,22.579,-1.37,-1.37,-1.37,-1.37,-1.37,-1.37
283,167560,2840,-6.696,22.579,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
284,168150,2850,-6.602,22.61,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
285,168740,2860,-6.854,22.657,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
286,169330,2870,-6.635,22.735,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
287,169920,2880,-6.937,22.72,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
288,170510,2890,-7.426,22.704,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24
289,171100,2900,-6.797,22.813,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
290,171690,2910,-6.868,22.767,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
291,172280,2920,-6.64,22.688,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
292,172870,2930,-6.462,22.673,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
293,173460,2940,-7.72,22.548,-1.29,-1.29,-1.29,-1.29,-1.29,-1.29
294,174050,2950,-7.445,22.519,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24
295,174640,2960,-6.517,22.499,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
296,175230,2970,-6.722,22.517,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
297,175820,2980,-6.806,22.516,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
298,176410,2990,-7.078,22.688,-1.18,-1.18,-1.18,-1.18,-1.18,-1.18
299,177000,3000,-7.548,22.626,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
300,177590,3010,-6.678,22.626,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
301,178180,3020,-6.857,22.642,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
302,178770,3030,-6.806,22.688,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
303,179360,3040,-6.5,22.72,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
304,179950,3050,-6.805,22.657,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
305,180540,3060,-7.814,22.501,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3
306,181130,3070,-7.062,22.517,-1.18,-1.18,-1.18,-1.18,-1.18,-1.18
307,181720,3080,-6.705,22.517,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
308,182310,3090,-6.485,22.517,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
309,182900,3100,-6.698,22.579,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
310,183490,3110,-8.072,22.579,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35
311,184080,3120,-6.877,22.548,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
312,184670,3130,-6.579,22.532,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
313,185260,3140,-6.786,22.548,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
314,185850,3150,-6.561,22.579,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
315,186440,3160,-7.037,23.923,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
316,187030,3170,-7.493,26.048,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25
317,187620,3180,-6.874,27.751,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
318,188210,3190,-6.974,28.642,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
319,188800,3200,-6.456,23.814,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
320,189390,3210,-6.62,22.563,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
321,189980,3220,-7.696,22.516,-1.28,-1.28,-1.28,-1.28,-1.28,-1.28
322,190570,3230,-7.383,22.532,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23
323,191160,3240,-6.75,22.501,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
324,191750,3250,-6.617,22.642,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
325,192340,3260,-6.557,22.563,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
326,192930,3270,-7.016,22.673,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
327,193520,3280,-7.659,22.688,-1.28,-1.28,-1.28,-1.28,-1.28,-1.28
328,194110,3290,-6.709,22.688,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
329,194700,3300,-6.787,22.688,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
330,195290,3310,-6.72,22.704,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
331,195880,3320,-6.542,22.704,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
332,196470,3330,-7.013,22.688,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
333,197060,3340,-7.792,22.688,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3
334,197650,3350,-6.74,22.673,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
335,198240,3360,-6.703,23.392,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
336,198830,3370,-6.63,22.657,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
337,199420,3380,-6.495,22.704,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
338,200010,3390,-8.066,22.704,-1.34,-1.34,-1.34,-1.34,-1.34,-1.34
339,200600,3400,-6.726,22.72,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
340,201190,3410,-6.735,22.688,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
341,201780,3420,-6.995,22.673,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
342,202370,3430,-6.598,22.829,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
343,202960,3440,-7.05,23.235,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
344,203550,3450,-7.607,22.766,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
345,204140,3460,-6.854,22.688,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
346,204730,3470,-6.949,22.658,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
347,205320,3480,-6.631,22.625,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
348,205910,3490,-6.508,22.735,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
349,206500,3500,-7.587,22.767,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
350,207090,3510,-7.231,22.626,-1.21,-1.21,-1.21,-1.21,-1.21,-1.21
351,207680,3520,-6.661,22.642,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
352,208270,3530,-6.784,22.563,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
353,208860,3540,-6.621,22.595,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
354,209450,3550,-7.141,22.595,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
355,210040,3560,-7.434,22.548,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24
356,210630,3570,-6.705,22.579,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
357,211220,3580,-6.831,22.563,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
358,211810,3590,-6.792,22.563,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
359,212400,3600,-6.586,22.549,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
360,212990,3610,-6.918,22.624,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
361,213580,3620,-7.965,22.517,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33
362,214170,3630,-6.714,22.501,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
363,214760,3640,-6.564,22.532,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
364,215350,3650,-6.422,22.501,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
365,215940,3660,-6.603,22.501,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
366,216530,3670,-8.155,22.501,-1.36,-1.36,-1.36,-1.36,-1.36,-1.36
