idx,steps,episodes,reward,time,agent0_reward,agent1_reward,agent2_reward,agent3_reward,agent4_reward,agent5_reward
367,217120,3680,-6.709,22.517,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
368,217710,3690,-6.622,22.501,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
369,218300,3700,-6.89,22.501,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
370,218890,3710,-6.558,22.501,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
371,219480,3720,-6.763,22.485,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
372,220070,3730,-7.356,22.501,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23
373,220660,3740,-6.833,22.501,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
374,221250,3750,-6.904,22.501,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
375,221840,3760,-6.526,22.501,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
376,222430,3770,-6.394,22.47,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
377,223020,3780,-7.622,22.47,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
378,223610,3790,-7.2,22.516,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2
379,224200,3800,-6.625,22.517,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
380,224790,3810,-6.702,22.516,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
381,225380,3820,-6.624,22.485,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
382,225970,3830,-7.212,22.501,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2
383,226560,3840,-7.489,22.516,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25
384,227150,3850,-6.795,22.485,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
385,227740,3860,-6.714,22.579,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
386,228330,3870,-6.653,22.548,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
387,228920,3880,-6.498,22.501,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
388,229510,3890,-6.972,22.485,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
389,230100,3900,-7.85,22.563,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31
390,230690,3910,-6.771,22.548,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
391,231280,3920,-6.709,22.516,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
392,231870,3930,-6.522,22.532,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
393,232460,3940,-6.703,22.595,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
394,233050,3950,-8.039,22.767,-1.34,-1.34,-1.34,-1.34,-1.34,-1.34
395,233640,3960,-6.769,22.641,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
396,234230,3970,-6.703,22.626,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
397,234820,3980,-6.747,22.595,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
398,235410,3990,-6.552,22.532,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
399,236000,4000,-7.095,22.532,-1.18,-1.18,-1.18,-1.18,-1.18,-1.18
400,236590,4010,-7.596,23.001,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
401,237180,4020,-6.963,22.657,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
402,237770,4030,-6.868,22.657,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
403,238360,4040,-6.617,22.532,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
404,238950,4050,-6.432,22.516,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
405,239540,4060,-7.666,22.532,-1.28,-1.28,-1.28,-1.28,-1.28,-1.28
406,240130,4070,-7.258,22.532,-1.21,-1.21,-1.21,-1.21,-1.21,-1.21
407,240720,4080,-6.645,22.563,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
408,241310,4090,-6.614,22.595,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
409,241900,4100,-6.639,22.626,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
410,242490,4110,-7.029,22.61,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
411,243080,4120,-7.491,22.657,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25
412,243670,4130,-6.714,22.72,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
413,244260,4140,-6.989,22.72,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
414,244850,4150,-6.597,22.751,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
415,245440,4160,-6.506,22.798,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
416,246030,4170,-6.909,22.829,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
417,246620,4180,-7.954,22.657,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33
418,247210,4190,-6.909,22.688,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
419,247800,4200,-6.545,22.595,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
420,248390,4210,-6.422,22.516,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
421,248980,4220,-6.721,22.517,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
422,249570,4230,-8.204,22.517,-1.37,-1.37,-1.37,-1.37,-1.37,-1.37
423,250160,4240,-6.801,22.579,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
424,250750,4250,-6.527,22.642,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
425,251340,4260,-6.715,22.673,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
426,251930,4270,-6.694,22.548,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
427,252520,4280,-6.949,22.548,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
428,253110,4290,-7.609,22.579,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
429,253700,4300,-6.858,22.821,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
430,254290,4310,-6.643,23.462,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
431,254880,4320,-6.747,25.845,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
432,255470,4330,-6.497,27.173,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
433,256060,4340,-7.585,28.61,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
434,256650,4350,-7.438,24.673,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24
435,257240,4360,-6.629,22.72,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
436,257830,4370,-6.62,22.595,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
437,258420,4380,-6.546,22.688,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
438,259010,4390,-7.137,22.704,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
439,259600,4400,-7.629,22.704,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
440,260190,4410,-6.734,23.017,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
441,260780,4420,-6.635,22.61,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
442,261370,4430,-6.678,22.579,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
443,261960,4440,-6.425,22.595,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
444,262550,4450,-6.989,22.548,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
445,263140,4460,-7.722,22.516,-1.29,-1.29,-1.29,-1.29,-1.29,-1.29
446,263730,4470,-6.828,22.517,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
447,264320,4480,-6.643,22.501,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
448,264910,4490,-6.516,22.688,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
449,265500,4500,-6.667,22.72,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
450,266090,4510,-8.066,22.673,-1.34,-1.34,-1.34,-1.34,-1.34,-1.34
451,266680,4520,-6.598,22.61,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
452,267270,4530,-6.542,22.595,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
453,267860,4540,-6.684,22.548,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
454,268450,4550,-6.456,22.61,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
455,269040,4560,-6.827,22.86,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
456,269630,4570,-7.761,22.61,-1.29,-1.29,-1.29,-1.29,-1.29,-1.29
457,270220,4580,-6.845,22.61,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
458,270810,4590,-6.828,22.548,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
459,271400,4600,-6.556,22.532,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
460,271990,4610,-6.617,22.517,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
461,272580,4620,-7.726,22.517,-1.29,-1.29,-1.29,-1.29,-1.29,-1.29
462,273170,4630,-7.275,22.72,-1.21,-1.21,-1.21,-1.21,-1.21,-1.21
463,273760,4640,-6.486,22.642,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
464,274350,4650,-6.557,22.626,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
465,274940,4660,-6.595,22.595,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
466,275530,4670,-7.179,22.595,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2
467,276120,4680,-7.45,22.563,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24
468,276710,4690,-6.612,22.548,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
469,277300,4700,-6.971,22.767,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
470,277890,4710,-6.573,22.61,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
471,278480,4720,-6.645,22.517,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
472,279070,4730,-6.803,22.516,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
473,279660,4740,-7.618,22.61,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
474,280250,4750,-6.666,22.72,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
475,280840,4760,-6.573,22.579,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
476,281430,4770,-6.521,22.533,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
477,282020,4780,-6.626,22.594,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
478,282610,4790,-8.143,22.532,-1.36,-1.36,-1.36,-1.36,-1.36,-1.36
479,283200,4800,-6.674,22.517,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
480,283790,4810,-6.502,22.516,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
481,284380,4820,-6.638,22.563,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
482,284970,4830,-6.543,22.798,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
483,285560,4840,-6.858,22.61,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
484,286150,4850,-7.667,22.579,-1.28,-1.28,-1.28,-1.28,-1.28,-1.28
485,286740,4860,-6.731,22.751,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
486,287330,4870,-6.665,22.72,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
487,287920,4880,-6.46,22.673,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
488,288510,4890,-6.418,22.61,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
489,289100,4900,-7.553,22.61,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
490,289690,4910,-7.261,22.595,-1.21,-1.21,-1.21,-1.21,-1.21,-1.21
491,290280,4920,-6.404,22.642,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
492,290870,4930,-6.538,22.579,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
493,291460,4940,-6.598,22.563,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
494,292050,4950,-7.058,23.517,-1.18,-1.18,-1.18,-1.18,-1.18,-1.18
495,292640,4960,-7.592,22.625,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
496,293230,4970,-6.744,22.595,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
497,293820,4980,-6.759,22.517,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
498,294410,4990,-6.672,22.532,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
499,295000,5000,-6.639,22.517,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
500,295590,5010,-6.898,22.517,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
501,296180,5020,-7.723,22.501,-1.29,-1.29,-1.29,-1.29,-1.29,-1.29
502,296770,5030,-6.95,22.579,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
503,297360,5040,-6.527,22.579,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
504,297950,5050,-6.545,22.626,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
505,298540,5060,-6.52,22.657,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
506,299130,5070,-8.081,22.688,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35
507,299720,5080,-6.736,22.8,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
508,300310,5090,-6.61,22.78,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
509,300900,5100,-6.654,22.704,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
510,301490,5110,-6.673,22.72,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
511,302080,5120,-6.956,22.704,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
512,302670,5130,-7.601,22.673,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
513,303260,5140,-6.687,22.704,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
514,303850,5150,-6.736,22.673,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
515,304440,5160,-6.464,22.751,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
516,305030,5170,-6.481,22.86,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
517,305620,5180,-7.673,22.579,-1.28,-1.28,-1.28,-1.28,-1.28,-1.28
518,306210,5190,-7.285,22.61,-1.21,-1.21,-1.21,-1.21,-1.21,-1.21
519,306800,5200,-6.688,22.532,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
520,307390,5210,-6.642,22.532,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
521,307980,5220,-6.434,22.532,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
522,308570,5230,-7.163,22.532,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
523,309160,5240,-7.588,22.72,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
524,309750,5250,-6.671,22.766,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
525,310340,5260,-6.784,22.735,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
526,310930,5270,-6.683,22.673,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
527,311520,5280,-6.35,22.704,-1.06,-1.06,-1.06,-1.06,-1.06,-1.06
528,312110,5290,-6.77,22.704,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
529,312700,5300,-7.844,22.688,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31
530,313290,5310,-6.638,22.657,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
531,313880,5320,-6.457,22.627,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
532,314470,5330,-6.509,22.844,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
533,315060,5340,-6.606,22.767,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
534,315650,5350,-8.129,22.657,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35
535,316240,5360,-6.575,22.532,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
536,316830,5370,-6.673,22.532,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
537,317420,5380,-6.668,22.518,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
538,318010,5390,-6.795,22.516,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
539,318600,5400,-7.028,22.517,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
540,319190,5410,-7.808,22.532,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3
541,319780,5420,-6.972,22.579,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
542,320370,5430,-6.748,22.548,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
543,320960,5440,-6.522,22.532,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
544,321550,5450,-6.708,22.517,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
545,322140,5460,-7.761,23.251,-1.29,-1.29,-1.29,-1.29,-1.29,-1.29
546,322730,5470,-7.359,26.032,-1.23,-1.23,-1.23,-1.23,-1.23,-1.23
547,323320,5480,-6.665,27.22,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
548,323910,5490,-6.49,28.986,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
549,324500,5500,-6.48,25.235,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
550,325090,5510,-7.086,22.86,-1.18,-1.18,-1.18,-1.18,-1.18,-1.18
551,325680,5520,-7.571,22.579,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
552,326270,5530,-6.759,22.548,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
553,326860,5540,-6.672,22.626,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
554,327450,5550,-6.576,22.563,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
555,328040,5560,-6.477,22.533,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
556,328630,5570,-6.955,22.532,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
557,329220,5580,-7.814,22.563,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3
558,329810,5590,-6.871,22.579,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
559,330400,5600,-6.639,22.61,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
560,330990,5610,-6.451,22.626,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
561,331580,5620,-6.525,22.657,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
562,332170,5630,-8.128,22.626,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35
563,332760,5640,-6.748,22.673,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
564,333350,5650,-6.73,22.641,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
565,333940,5660,-6.65,22.641,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
566,334530,5670,-6.643,22.657,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
567,335120,5680,-7.074,22.641,-1.18,-1.18,-1.18,-1.18,-1.18,-1.18
568,335710,5690,-7.576,22.563,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
569,336300,5700,-6.855,22.595,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
570,336890,5710,-6.867,22.579,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
571,337480,5720,-6.531,22.954,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
572,338070,5730,-6.413,23.079,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
573,338660,5740,-7.581,22.641,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
574,339250,5750,-7.496,22.657,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25
575,339840,5760,-6.482,22.657,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
576,340430,5770,-6.522,22.642,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
577,341020,5780,-6.577,22.673,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
578,341610,5790,-7.12,22.751,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
579,342200,5800,-7.453,22.735,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24
580,342790,5810,-6.745,22.688,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
581,343380,5820,-6.792,22.595,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
582,343970,5830,-6.709,22.548,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
583,344560,5840,-6.47,22.548,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
584,345150,5850,-6.936,22.517,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
585,345740,5860,-7.624,22.548,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
586,346330,5870,-6.827,22.595,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
587,346920,5880,-6.668,22.563,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
588,347510,5890,-6.446,22.532,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
589,348100,5900,-6.574,22.517,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
590,348690,5910,-7.857,22.516,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31
591,349280,5920,-6.581,22.704,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
592,349870,5930,-6.596,22.595,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
593,350460,5940,-6.834,22.563,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
594,351050,5950,-6.638,22.532,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
595,351640,5960,-7.004,22.548,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
596,352230,5970,-7.506,22.517,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25
597,352820,5980,-6.595,22.579,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
598,353410,5990,-6.902,22.532,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
599,354000,6000,-6.619,22.532,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
600,354590,6010,-6.572,22.516,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
601,355180,6020,-7.543,22.563,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
602,355770,6030,-7.159,22.563,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19
603,356360,6040,-6.6,22.61,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
604,356950,6050,-6.66,22.798,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
605,357540,6060,-6.726,22.72,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
606,358130,6070,-7.182,22.595,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2
607,358720,6080,-7.585,22.579,-1.26,-1.26,-1.26,-1.26,-1.26,-1.26
608,359310,6090,-6.725,22.595,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
609,359900,6100,-6.826,22.563,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
610,360490,6110,-6.709,22.61,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
611,361080,6120,-6.555,22.705,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
612,361670,6130,-6.927,22.735,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15
613,362260,6140,-7.642,22.72,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
614,362850,6150,-6.796,22.735,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
615,363440,6160,-6.666,23.767,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
616,364030,6170,-6.615,23.176,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
617,364620,6180,-6.549,22.735,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
618,365210,6190,-8.015,22.767,-1.34,-1.34,-1.34,-1.34,-1.34,-1.34
619,365800,6200,-6.642,22.767,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
620,366390,6210,-6.56,22.751,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
621,366980,6220,-6.736,22.737,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
622,367570,6230,-6.53,22.72,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
623,368160,6240,-6.781,22.673,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
624,368750,6250,-7.618,22.688,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
625,369340,6260,-6.835,22.61,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
626,369930,6270,-6.662,22.61,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
627,370520,6280,-6.47,22.595,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08
628,371110,6290,-6.435,23.079,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
629,371700,6300,-7.629,22.704,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
630,372290,6310,-7.176,22.688,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2
631,372880,6320,-6.568,22.595,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
632,373470,6330,-6.57,22.517,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
633,374060,6340,-6.542,22.532,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
634,374650,6350,-7.03,22.517,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
635,375240,6360,-7.596,22.534,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
636,375830,6370,-6.709,22.565,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
637,376420,6380,-6.746,22.548,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
638,377010,6390,-6.701,22.548,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
639,377600,6400,-6.447,22.548,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
640,378190,6410,-7.026,22.563,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
641,378780,6420,-7.758,22.704,-1.29,-1.29,-1.29,-1.29,-1.29,-1.29
642,379370,6430,-6.976,22.642,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
643,379960,6440,-6.525,22.657,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
644,380550,6450,-6.539,22.626,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
645,381140,6460,-6.58,22.735,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
646,381730,6470,-8.203,22.751,-1.37,-1.37,-1.37,-1.37,-1.37,-1.37
647,382320,6480,-6.706,22.735,-1.12,-1.12,-1.12,-1.12,-1.12,-1.12
648,382910,6490,-6.554,22.72,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
649,383500,6500,-6.656,22.688,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
650,384090,6510,-6.38,22.579,-1.06,-1.06,-1.06,-1.06,-1.06,-1.06
651,384680,6520,-6.947,22.642,-1.16,-1.16,-1.16,-1.16,-1.16,-1.16
652,385270,6530,-7.459,22.798,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24
653,385860,6540,-6.772,23.235,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
654,386450,6550,-6.817,22.595,-1.14,-1.14,-1.14,-1.14,-1.14,-1.14
655,387040,6560,-6.553,22.688,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
656,387630,6570,-6.411,22.782,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07
657,388220,6580,-7.516,22.829,-1.25,-1.25,-1.25,-1.25,-1.25,-1.25
658,388810,6590,-7.313,22.595,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22
659,389400,6600,-6.621,22.61,-1.1,-1.1,-1.1,-1.1,-1.1,-1.1
660,389990,6610,-6.569,22.61,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
661,390580,6620,-6.522,26.001,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
662,391170,6630,-7.018,26.532,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17
