ensemble_name,sample_key,ensemble_id,acure_bl_nuc,acure_ait_width,acure_cloud_ph,acure_carb_ff_ems,acure_carb_ff_ems_eur,acure_carb_ff_ems_nam,acure_carb_ff_ems_chi,acure_carb_ff_ems_asi,acure_carb_ff_ems_mar,acure_carb_ff_ems_r,acure_carb_bb_ems,acure_carb_bb_ems_sam,acure_carb_bb_ems_naf,acure_carb_bb_ems_saf,acure_carb_bb_ems_bnh,acure_carb_bb_ems_rnh,acure_carb_bb_ems_rsh,acure_carb_res_ems,acure_carb_res_ems_chi,acure_carb_res_ems_asi,acure_carb_res_ems_afr,acure_carb_res_ems_lat,acure_carb_res_ems_r,acure_carb_ff_diam,acure_carb_bb_diam,acure_carb_res_diam,acure_prim_so4_diam,acure_sea_spray,acure_anth_so2,acure_anth_so2_chi,acure_anth_so2_asi,acure_anth_so2_eur,acure_anth_so2_nam,acure_anth_so2_r,acure_volc_so2,acure_bvoc_soa,acure_dms,acure_prim_moc,acure_dry_dep_ait,acure_dry_dep_acc,acure_dry_dep_so2,acure_kappa_oc,acure_sig_w,acure_rain_frac,acure_cloud_ice_thresh,acure_convective_plume_scavenging,acure_scav_diam,acure_bc_ri,acure_oxidants_oh,acure_oxidants_o3,bparam,two_d_fsd_factor,c_r_correl,acure_autoconv_exp_lwp,acure_autoconv_exp_nd,dbsdtbs_turb_0,ai,m_ci,a_ent_1_rp,acure_pcalc_index
acure_aircraft,u-bs714_ens,1,0.009582351,0.589942672,0.701727311,1,0.243699964,0.144313081,0.09365112,0.682523368,0.929110363,0.331064453,1,0.957724303,0.970938125,0.9453657,0.241054854,0.83066889,0.947640355,1,0.927951108,0.938847891,0.490170961,0.273345002,0.861441182,0.970417172,0.999471214,0.973631891,0.332876976,0.297008493,1,0.493606128,0.179589406,0.322826233,0.55091026,0.300996862,0.306555625,0.066355811,0.003231063,0.13332144,0.151221211,0.110561036,0.332843422,0.87197202,0.507298245,0.326172464,0.501571379,0.139043091,0.814543168,0.965215097,0.75585798,0.069514363,0.040750296,0.070422375,0.626886973,0.943036815,0.930638416,0.261942034,0.553963864,0.332449139,0.283469961,20
acure_aircraft,u-bs714_ens,1,0.534617876,0.764065205,0.915542005,1,0.393954252,0.541693408,0.603115682,0.936102671,0.111572155,0.103722559,1,0.245529983,0.40838651,0.685370814,0.040515432,0.946380211,0.16667643,1,0.795901093,0.667597889,0.912905718,0.366921091,0.265876095,0.039699033,0.679086955,0.778616354,0.958221519,0.980353357,1,0.601841188,0.067592087,0.229747716,0.962679712,0.131686686,0.586263348,0.799996428,0.371355763,0.215675297,0.519220277,0.951466108,0.249769545,0.092761841,0.766979767,0.213954354,0.85376179,0.681423546,0.875020641,0.014772924,0.956933942,0.2065609,0.917578443,0.986455362,0.209645715,0.879109349,0.200163173,0.402868906,0.760737891,0.945533433,0.500598237,21
acure_aircraft,u-bs714_ens,1,0.137781091,0.254981822,0.344854432,1,0.336513697,0.774129649,0.873955107,0.863603652,0.851356027,0.030191324,1,0.129207269,0.200799136,0.475539035,0.940216642,0.670877784,0.946462435,1,0.506122153,0.9229851,0.818799191,0.778011289,0.406205631,0.910845733,0.058533587,0.269872089,0.354311799,0.081591111,1,0.977199157,0.351245755,0.382171849,0.917545522,0.994766346,0.174877502,0.411139607,0.55749004,0.406819512,0.299266159,0.944082533,0.939067743,0.77263674,0.094717343,0.564366148,0.770309369,0.753279079,0.073415902,0.034298714,0.022005687,0.383456302,0.871734399,0.179280615,0.19417769,0.128688329,0.186193323,0.79794181,0.846422137,0.130092225,0.934899949,22
acure_aircraft,u-bs714_ens,1,0.926229717,0.399063282,0.664946614,1,0.824969514,0.819962561,0.84327664,0.616135112,0.30304755,0.06470715,1,0.311166464,0.946426187,0.761944588,0.103349995,0.979845297,0.007391262,1,0.03641701,0.196021338,0.482678111,0.997146994,0.975074059,0.667065434,0.25633148,0.050994881,0.505869587,0.862187823,1,0.910880719,0.810760754,0.776791933,0.496244823,0.983440956,0.580062215,0.944507535,0.753481913,0.916980891,0.304332968,0.041157716,0.746790485,0.291434622,0.64476618,0.486831558,0.029623689,0.567000127,0.866648883,0.247928721,0.759633196,0.287591682,0.194596039,0.118313126,0.942008624,0.732843632,0.937336265,0.211397964,0.94724981,0.694223391,0.196014945,23
acure_aircraft,u-bs714_ens,1,0.775220858,0.541734024,0.959803741,1,0.087648382,0.515991907,0.935750378,0.799805378,0.852921042,0.124140809,1,0.331961026,0.588087368,0.585142187,0.85578354,0.4681581,0.280087322,1,0.866778726,0.09964906,0.784840271,0.779887919,0.751288141,0.399271234,0.818129563,0.247234088,0.026316968,0.007969725,1,0.354223493,0.921700083,0.90116918,0.113673431,0.637966653,0.292508584,0.001184094,0.929355411,0.806661114,0.922086151,0.967457001,0.988216324,0.200200781,0.285979603,0.033638051,0.987914465,0.246285154,0.074915001,0.806332843,0.030601891,0.63440519,0.126705325,0.389327178,0.258662876,0.631186812,0.691567819,0.623456387,0.82935304,0.730552676,0.140808375,24
acure_aircraft,u-bs714_ens,1,0.916123126,0.966841836,0.062099463,1,0.807557017,0.822160351,0.004647549,0.485847574,0.105444443,0.998094102,1,0.96461415,0.781465809,0.571589928,0.383717943,0.624837744,0.884038031,1,0.066298737,0.726865001,0.162120164,0.693094547,0.473457733,0.292606953,0.451244823,0.200538513,0.594905626,0.529299967,1,0.871001961,0.280439082,0.460067587,0.986193744,0.987668435,0.812876366,0.202950155,0.411119222,0.911707075,0.226734593,0.851775985,0.027024509,0.473364267,0.438354816,0.070909491,0.922381178,0.64238208,0.47319431,0.163548248,0.68942877,0.867800176,0.592585985,0.372058958,0.975077241,0.19332721,0.93346369,0.136583664,0.081263219,0.238170411,0.065932193,25
acure_aircraft,u-bs714_ens,1,0.440973003,0.073373087,0.7531003,1,0.606239487,0.178277318,0.11002043,0.231825103,0.963670954,0.933034392,1,0.31346667,0.808257644,0.052981142,0.763498097,0.911077166,0.151183391,1,0.093507156,0.6740201,0.096031761,0.380664856,0.035187294,0.863385143,0.260190515,0.812230302,0.050592784,0.661249038,1,0.137067583,0.508910733,0.248065577,0.202732445,0.315425981,0.097753079,0.698523128,0.908714665,0.272873362,0.274485056,0.821863642,0.878977838,0.371521619,0.961247449,0.249133841,0.390428897,0.780107506,0.853085855,0.171034063,0.578827513,0.51776495,0.912891193,0.037154258,0.040196315,0.504667344,0.66938049,0.879349771,0.029634007,0.292298873,0.188855577,26
acure_aircraft,u-bs714_ens,1,0.966916271,0.329702186,0.059334696,1,0.225879564,0.249396853,0.771832833,0.686257519,0.086580324,0.45126892,1,0.854759939,0.558411347,0.959644587,0.566812722,0.190430487,0.288774804,1,0.002219418,0.897411003,0.611765293,0.088587448,0.193997231,0.880966943,0.065750188,0.594101766,0.92211541,0.789541554,1,0.9317994,0.389418142,0.002777023,0.705045601,0.904624278,0.086060023,0.450665229,0.79989962,0.862216636,0.897906555,0.476977325,0.232701191,0.317673577,0.848637492,0.853353573,0.528738361,0.876057277,0.236785064,0.996548901,0.129894406,0.691294774,0.891737843,0.910473042,0.481845703,0.101158132,0.280932733,0.912098713,0.841167811,0.617485132,0.314537538,27
acure_aircraft,u-bs714_ens,1,0.456015902,0.098265356,0.223590244,1,0.583663322,0.982473796,0.989490901,0.677257356,0.129160213,0.783146358,1,0.390500475,0.146373708,0.024528342,0.980366517,0.296795423,0.922648136,1,0.995902845,0.883578973,0.869798771,0.22024267,0.467138202,0.18038321,0.610963023,0.959299133,0.472193347,0.168719719,1,0.099684054,0.488428494,0.688286502,0.085938081,0.049776838,0.427214591,0.044505897,0.18665852,0.383776443,0.627344279,0.503071549,0.575943744,0.024834556,0.1551812,0.613540575,0.798856183,0.287322163,0.072314085,0.584501089,0.107430298,0.223476513,0.502900089,0.398081086,0.048206367,0.578540934,0.012909391,0.335726426,0.72469859,0.380529252,0.945776926,28
acure_aircraft,u-bs714_ens,1,0.551523563,0.007782164,0.616210067,1,0.09074309,0.161032895,0.158615517,0.033228607,0.679562125,0.73587046,1,0.671740523,0.981383627,0.15868793,0.034300749,0.076349571,0.289037117,1,0.718055038,0.176748947,0.021906412,0.998025605,0.038678019,0.332904944,0.111817325,0.400792836,0.965517946,0.639597046,1,0.341081589,0.822399524,0.101182995,0.640102002,0.699277087,0.969623633,0.32930793,0.470258807,0.371432633,0.987637161,0.743712184,0.590292854,0.15361169,0.517134669,0.99847553,0.533410663,0.30861807,0.450054108,0.949219728,0.938023906,0.229536465,0.251293052,0.649493297,0.82335323,0.336641229,0.63038162,0.137437959,0.889985378,0.212797645,0.973362898,29
acure_aircraft,u-bs714_ens,1,0.258446686,0.131079216,0.261442624,1,0.059946701,0.13845274,0.102782187,0.970465131,0.451431822,0.421691217,1,0.320522624,0.106579803,0.503824951,0.841461804,0.323435158,0.008712859,1,0.148272905,0.384343412,0.261636921,0.783186363,0.788000847,0.748928324,0.312276888,0.090623998,0.516030967,0.894491538,1,0.263789959,0.16953829,0.689673922,0.227794845,0.171280419,0.823571982,0.998838166,0.330835978,0.826982864,0.178848272,0.175967718,0.489246672,0.9480026,0.691167395,0.394917208,0.732249315,0.98889166,0.940351125,0.838170536,0.886399528,0.759030301,0.462989596,0.125687713,0.791186677,0.922380641,0.899406338,0.98309933,0.583860974,0.943437454,0.004302481,30
acure_aircraft,u-bs714_ens,1,0.059924735,0.27511982,0.217030236,1,0.87839191,0.467235578,0.099558818,0.385652033,0.864629904,0.999333815,1,0.992667445,0.892310356,0.898961806,0.147722591,0.628736246,0.164255481,1,0.106579063,0.913782639,0.675018688,0.958211543,0.719331341,0.887650657,0.149176656,0.430612836,0.552188683,0.386702883,1,0.173907154,0.827402111,0.11384576,0.663527045,0.068134605,0.108113099,0.684060526,0.247332248,0.133825967,0.092401902,0.255396071,0.970324502,0.695550559,0.956176919,0.587632287,0.445282575,0.397878456,0.544521137,0.038181346,0.443710454,0.986192818,0.068073914,0.750625466,0.787392971,0.792017996,0.059002276,0.879295093,0.446175605,0.443013301,0.197428785,31
acure_aircraft,u-bs714_ens,1,0.452790443,0.370422816,0.693115096,1,0.89110237,0.007129398,0.793414472,0.695537524,0.641760418,0.057043063,1,0.157685402,0.009640894,0.268936215,0.740565484,0.895449041,0.742346017,1,0.949988019,0.262561316,0.041503665,0.239037582,0.01740248,0.31006472,0.960259281,0.944670539,0.334390359,0.413764948,1,0.427473301,0.939865971,0.710164411,0.348467062,0.466409894,0.619739078,0.270620744,0.812749236,0.316462105,0.961940382,0.80196789,0.864741794,0.555983831,0.334161966,0.992276772,0.967315779,0.340299222,0.440177542,0.831866301,0.273869038,0.134754131,0.975218053,0.657722925,0.346719104,0.837963908,0.873677378,0.970199665,0.512436162,0.947417405,0.130705293,32
