ensemble_name,sample_key,ensemble_id,acure_bl_nuc,acure_ait_width,acure_cloud_ph,acure_carb_ff_ems,acure_carb_ff_ems_eur,acure_carb_ff_ems_nam,acure_carb_ff_ems_chi,acure_carb_ff_ems_asi,acure_carb_ff_ems_mar,acure_carb_ff_ems_r,acure_carb_bb_ems,acure_carb_bb_ems_sam,acure_carb_bb_ems_naf,acure_carb_bb_ems_saf,acure_carb_bb_ems_bnh,acure_carb_bb_ems_rnh,acure_carb_bb_ems_rsh,acure_carb_res_ems,acure_carb_res_ems_chi,acure_carb_res_ems_asi,acure_carb_res_ems_afr,acure_carb_res_ems_lat,acure_carb_res_ems_r,acure_carb_ff_diam,acure_carb_bb_diam,acure_carb_res_diam,acure_prim_so4_diam,acure_sea_spray,acure_anth_so2,acure_anth_so2_chi,acure_anth_so2_asi,acure_anth_so2_eur,acure_anth_so2_nam,acure_anth_so2_r,acure_volc_so2,acure_bvoc_soa,acure_dms,acure_prim_moc,acure_dry_dep_ait,acure_dry_dep_acc,acure_dry_dep_so2,acure_kappa_oc,acure_sig_w,acure_rain_frac,acure_cloud_ice_thresh,acure_convective_plume_scavenging,acure_scav_diam,acure_bc_ri,acure_oxidants_oh,acure_oxidants_o3,bparam,two_d_fsd_factor,c_r_correl,acure_autoconv_exp_lwp,acure_autoconv_exp_nd,dbsdtbs_turb_0,ai,m_ci,a_ent_1_rp,acure_pcalc_index
acure_aircraft,u-bs714_ens,1,0.862489063,0.740734437,0.874302271,1,0.810644943,0.785526347,0.230491826,0.63495267,0.880548847,0.75661425,1,0.880614057,0.009814243,0.799035775,0.942922404,0.327749465,0.975137774,1,0.235029365,0.173542798,0.163591097,0.076287413,0.493444517,0.04606783,0.239288824,0.280799597,0.14770132,0.748916065,1,0.52302822,0.886802561,0.26553539,0.142539181,0.076166835,0.297892974,0.806934026,0.024076061,0.073372936,0.797666424,0.810571263,0.674799002,0.834229632,0.43953921,0.139601067,0.923125818,0.394373925,0.808368761,0.240558806,0.038509911,0.562226969,0.012905181,0.305766927,0.608253822,0.058905897,0.104662147,0.555185371,0.311369798,0.232912698,0.628531725,33
acure_aircraft,u-bs714_ens,1,0.775942893,0.805571949,0.031580002,1,0.984376367,0.06270485,0.276228493,0.83260697,0.554478235,0.89821859,1,0.014803386,0.168335114,0.431663814,0.285379285,0.34195861,0.672558661,1,0.82982557,0.702347569,0.624764746,0.800082519,0.960929047,0.955238191,0.589899641,0.785985029,0.543636535,0.283523231,1,0.579418169,0.161124707,0.236900945,0.8861109,0.869568216,0.098307958,0.065749638,0.835605668,0.644252543,0.659603579,0.073013116,0.730679231,0.789430836,0.094940826,0.948752446,0.044927005,0.053963914,0.040474019,0.862355909,0.753486066,0.337728452,0.893423333,0.086616865,0.460591397,0.97918215,0.96422851,0.121892085,0.395269016,0.578422678,0.392758057,34
acure_aircraft,u-bs714_ens,1,0.924761315,0.737845875,0.152123047,1,0.080704493,0.14599167,0.866785839,0.178411524,0.021253855,0.241073686,1,0.652513882,0.600082889,0.922984737,0.640807896,0.650790774,0.100539855,1,0.818132166,0.33169011,0.527291421,0.287717706,0.96211463,0.787381622,0.843074598,0.129475505,0.489456218,0.400315848,1,0.39135493,0.248233037,0.968781725,0.094047352,0.909618007,0.363484414,0.322558807,0.014427834,0.700966026,0.464045402,0.75990033,0.574758399,0.947453287,0.861015354,0.986130606,0.976689464,0.754691876,0.896845978,0.014284018,0.969677042,0.77136498,0.685726322,0.933412163,0.934931186,0.328696796,0.581236869,0.498767133,0.934045504,0.602334142,0.209530597,35
acure_aircraft,u-bs714_ens,1,0.148850612,0.214795577,0.512192703,1,0.724322574,0.494755447,0.775306813,0.060732602,0.551418672,0.028500418,1,0.007345189,0.024532127,0.447864707,0.898773007,0.146378402,0.988859494,1,0.451793181,0.920454565,0.857814378,0.706368032,0.22717728,0.247461631,0.229116778,0.875912303,0.498317109,0.938722837,1,0.020390901,0.314364702,0.45187984,0.33643677,0.105325343,0.921813603,0.788952674,0.083165013,0.58255493,0.993956026,0.922969952,0.195555148,0.318099162,0.76821362,0.380047576,0.134431622,0.954434382,0.190396861,0.174948791,0.681828056,0.845611512,0.445636841,0.738773667,0.445554151,0.914215453,0.800155632,0.276570016,0.615860703,0.588555312,0.922932248,36
acure_aircraft,u-bs714_ens,1,0.593463955,0.363690895,0.854315664,1,0.790241416,0.803318912,0.912738711,0.222057911,0.103166636,0.313590359,1,0.482315505,0.831714653,0.036991133,0.346003782,0.653216129,0.261065369,1,0.71877847,0.135038504,0.116190932,0.476265591,0.984090832,0.948063253,0.928411267,0.578245788,0.522714728,0.091019076,1,0.031549914,0.684687648,0.765610591,0.805748962,0.783536603,0.622797944,0.514744804,0.34840166,0.981466882,0.00340211,0.412184117,0.334863082,0.582848909,0.197836259,0.287765569,0.724007594,0.203231117,0.068361417,0.154871365,0.067822093,0.129375105,0.28895424,0.898168307,0.044656486,0.083736594,0.098758909,0.349847315,0.055891209,0.498694,0.778129346,37
acure_aircraft,u-bs714_ens,1,0.000884826,0.452920725,0.842350951,1,0.002115853,0.255881765,0.541322088,0.967085903,0.002346168,0.325199064,1,0.996482243,0.918772723,0.899661964,0.383075838,0.669775454,0.34271406,1,0.275812803,0.518655891,0.682792748,0.339510135,0.651125454,0.413995309,0.796163076,0.113116096,0.676196135,0.484615552,1,0.142353514,0.080876697,0.165237812,0.231103053,0.272024497,0.089396346,0.893932681,0.057981857,0.487963532,0.915801741,0.335192172,0.002045783,0.309782947,0.322238775,0.943866211,0.072757685,0.844123757,0.663906871,0.820862419,0.697484143,0.210204866,0.895065721,0.175096862,0.872414347,0.225173859,0.20927109,0.417744707,0.706305051,0.982173944,0.052141871,38
acure_aircraft,u-bs714_ens,1,0.807480999,0.190874296,0.244221647,1,0.346726273,0.459730326,0.458333858,0.80549276,0.809727946,0.952262368,1,0.037829769,0.467562978,0.509673617,0.404318059,0.053944674,0.20893959,1,0.571177635,0.000310474,0.373018729,0.354134325,0.749133365,0.077438475,0.94003283,0.975929044,0.214990878,0.805251031,1,0.947229904,0.98875212,0.329506609,0.545633423,0.942525302,0.939218755,0.491580094,0.652120346,0.43660706,0.326529656,0.57693857,0.074051528,0.7920609,0.820082395,0.121307453,0.780633641,0.379031174,0.468471826,0.993205591,0.986252233,0.0184427,0.477264919,0.926028322,0.834982628,0.938059995,0.563191571,0.974783498,0.942477107,0.258572522,0.93000876,39
acure_aircraft,u-bs714_ens,1,0.164705957,0.309949726,0.24222836,1,0.426559113,0.290370596,0.456277909,0.084356929,0.447678792,0.113689152,1,0.200542493,0.627353264,0.752437744,0.089934594,0.719483842,0.907891263,1,0.988505098,0.782527168,0.032337221,0.947950739,0.22483943,0.044545024,0.308524927,0.224668786,0.114916087,0.292757135,1,0.983288329,0.955722914,0.485143623,0.329551026,0.235006698,0.533272685,0.572764333,0.563222025,0.068550603,0.909897463,0.463291008,0.782473493,0.767902318,0.398213177,0.028239198,0.981612645,0.18078804,0.594312666,0.064502788,0.09208022,0.853689745,0.985247465,0.723251757,0.018023684,0.768996678,0.224416843,0.026126245,0.486967009,0.487511063,0.839136367,40
acure_aircraft,u-bs714_ens,1,0.834409681,0.381657323,0.243859892,1,0.992974897,0.606515291,0.958286796,0.524657261,0.725899223,0.988572521,1,0.551714887,0.137290369,0.917018168,0.174369602,0.566522711,0.141196195,1,0.035925745,0.940421348,0.077809442,0.272091895,0.458400193,0.28320326,0.8308268,0.445788922,0.605848839,0.331149624,1,0.875270447,0.463972432,0.990025895,0.921375362,0.640602275,0.706579865,0.481341558,0.056245636,0.068044136,0.358250406,0.08062113,0.049213995,0.90003595,0.660281285,0.919250134,0.229962327,0.806853936,0.793598077,0.827555509,0.527574045,0.00854911,0.559876309,0.098902967,0.926335529,0.593143555,0.683828002,0.883256905,0.143097437,0.276282499,0.883634743,41
acure_aircraft,u-bs714_ens,1,0.378311403,0.263533604,0.955086856,1,0.855602464,0.792528229,0.780225044,0.248132848,0.009394677,0.554841369,1,0.2709101,0.23855208,0.128904514,0.882705396,0.176033738,0.085294092,1,0.782326769,0.044728789,0.981065544,0.248301979,0.248481691,0.950518998,0.51263997,0.699849507,0.054972256,0.877748011,1,0.92871777,0.225575242,0.31021549,0.572871455,0.2650466,0.336542492,0.191490588,0.807614078,0.571593214,0.393920596,0.523807745,0.909102512,0.160315219,0.088195612,0.189290232,0.135189821,0.107981774,0.369465873,0.688132674,0.117871564,0.935826344,0.944595661,0.806599263,0.269788329,0.368145822,0.706148169,0.450290746,0.133387277,0.184709003,0.060209554,42
acure_aircraft,u-bs714_ens,1,0.90068575,0.958936422,0.445347943,1,0.174460619,0.597310734,0.90191759,0.133234227,0.838484648,0.683564775,1,0.340833614,0.794132003,0.569183693,0.04313937,0.034035061,0.440930866,1,0.922017536,0.027743034,0.886629336,0.529833245,0.598021193,0.221625693,0.595125358,0.301585013,0.439902482,0.832471993,1,0.035371751,0.597297044,0.198329454,0.08287481,0.243680121,0.171453699,0.37390835,0.984814235,0.17314242,0.028113149,0.802948924,0.910925599,0.102434322,0.182014574,0.996748843,0.985413315,0.088624381,0.080865201,0.341491113,0.394421722,0.714327213,0.345465826,0.127343646,0.312973117,0.91786633,0.145718604,0.451610526,0.463403783,0.508370146,0.914927091,43
acure_aircraft,u-bs714_ens,1,0.071727727,0.193569022,0.185965127,1,0.444441842,0.611614523,0.017924189,0.466728978,0.970386539,0.212583957,1,0.232474066,0.371274176,0.23119755,0.385891673,0.168664285,0.251241944,1,0.226229492,0.705998543,0.748709095,0.926572257,0.235708183,0.892657404,0.586097005,0.910806321,0.771051009,0.890374751,1,0.188885965,0.03500125,0.685827843,0.385666318,0.44734139,0.000518066,0.769732749,0.404683832,0.222100411,0.083886235,0.155922683,0.981310934,0.169942448,0.789717019,0.638732108,0.385679249,0.959827823,0.598508471,0.00671726,0.908200704,0.920658831,0.170267292,0.725997663,0.943944581,0.054659512,0.017494512,0.769022411,0.856386558,0.556559354,0.526112215,44
acure_aircraft,u-bs714_ens,1,0.177729753,0.15846037,0.014753889,1,0.83998519,0.98404848,0.310171079,0.885021668,0.227650462,0.971482738,1,0.806770681,0.526096461,0.250575698,0.96779701,0.11565049,0.926917225,1,0.974382244,0.420755181,0.154668527,0.688118783,0.902001213,0.503551938,0.699750391,0.351719092,0.944398481,0.267081539,1,0.775728692,0.454201448,0.895549605,0.359294943,0.210189095,0.783828925,0.92993176,0.828025562,0.933934291,0.437934263,0.011135786,0.066336014,0.369588181,0.56646301,0.807072123,0.491834873,0.007198093,0.836807974,0.27357432,0.803625312,0.534789127,0.672461637,0.230070906,0.045506911,0.389202218,0.603040435,0.972512495,0.450338403,0.76840971,0.396444221,45
acure_aircraft,u-bs714_ens,1,0.97196389,0.138117753,0.586587708,1,0.187448786,0.622843099,0.772500756,0.544021025,0.819739403,0.892274502,1,0.844935231,0.744669433,0.054701698,0.179591303,0.666153918,0.597889886,1,0.051843692,0.731259603,0.915667171,0.420268575,0.4664291,0.353996634,0.09842105,0.013117423,0.212155659,0.440631661,1,0.811833494,0.576696404,0.205017933,0.919454248,0.915199021,0.315492662,0.876506049,0.098452015,0.677605082,0.904476517,0.300823347,0.58968431,0.742934744,0.892881607,0.093559768,0.00457298,0.907711827,0.996539517,0.303136887,0.662710941,0.697118974,0.169875225,0.746902209,0.813849754,0.923985735,0.562565527,0.005696342,0.154540338,0.648247578,0.924262669,46
acure_aircraft,u-bs714_ens,1,0.487106664,0.702973,0.319547777,1,0.298332349,0.167989617,0.447331846,0.661317736,0.972865428,0.947779923,1,0.019793452,0.048836009,0.129967812,0.287180938,0.539341314,0.510577581,1,0.081725785,0.452775299,0.435603571,0.845235131,0.071162877,0.695645431,0.054311843,0.243115634,0.063409968,0.053748083,1,0.260547009,0.832240928,0.710052633,0.363655384,0.167463049,0.833571988,0.613668545,0.940369593,0.143130205,0.551867092,0.995184284,0.236140872,0.345207221,0.064760819,0.968154657,0.609564338,0.625366473,0.42158799,0.983742,0.721277289,0.117671258,0.140801204,0.268416961,0.827460718,0.636641612,0.947318037,0.788344338,0.99937594,0.935215498,0.113183728,47
acure_aircraft,u-bs714_ens,1,0.285173723,0.031291189,0.25469734,1,0.535696324,0.127076579,0.56026214,0.521084931,0.463283688,0.006347603,1,0.65985396,0.25392698,0.340947185,0.850407903,0.881626339,0.708106128,1,0.740812849,0.422586128,0.321287195,0.852672122,0.691010669,0.008140706,0.802830517,0.808201418,0.935641078,0.632350751,1,0.844649111,0.641707017,0.840384477,0.994225616,0.143392078,0.840068967,0.02918463,0.081280933,0.576378114,0.786626831,0.002437606,0.629324115,0.19744302,0.334775861,0.020737316,0.403775981,0.824581337,0.065859686,0.100618949,0.984789212,0.820041553,0.881495471,0.833141755,0.845041212,0.290278986,0.508115583,0.439184331,0.936311117,0.280893404,0.883115389,48
acure_aircraft,u-bs714_ens,1,0.03271949,0.235990853,0.875877898,1,0.905770181,0.345999906,0.202501008,0.626938205,0.806783295,0.275312865,1,0.276167136,0.580738921,0.048624415,0.695836974,0.067035414,0.004574986,1,0.994759309,0.796134517,0.88923618,0.311587958,0.085602738,0.791820608,0.059493567,0.341053449,0.001272864,0.252119272,1,0.064828162,0.876198989,0.051975282,0.155499173,0.721651188,0.304616651,0.75588952,0.692608418,0.712547225,0.700915077,0.508575544,0.136508695,0.971580256,0.512632938,0.562734733,0.220981314,0.376949602,0.147963081,0.969304544,0.880702894,0.378964913,0.136109312,0.167267583,0.691199893,0.875229161,0.071899431,0.24375974,0.277666552,0.83913816,0.59706297,49
acure_aircraft,u-bs714_ens,1,0.313726992,0.041370643,0.836025271,1,0.471342567,0.030474034,0.123402048,0.185238073,0.208106087,0.255953534,1,0.665915308,0.556927512,0.986544333,0.154897848,0.995558637,0.24839713,1,0.119630444,0.539452517,0.879483252,0.993637103,0.166063249,0.063398632,0.894862805,0.523570959,0.602358118,0.327956128,1,0.08050765,0.088827644,0.158341923,0.208023993,0.33761538,0.918790107,0.269146083,0.744337644,0.493206221,0.206581722,0.714590349,0.924990182,0.571014481,0.315714825,0.505949362,0.226078207,0.907238371,0.969554831,0.325752809,0.804341045,0.861595499,0.794194937,0.819570141,0.980648907,0.073002496,0.50567115,0.398371963,0.885881312,0.897255277,0.199671256,50
acure_aircraft,u-bs714_ens,1,0.919813469,0.911935646,0.973879294,1,0.136511747,0.477509104,0.67988891,0.549833344,0.482531066,0.135769672,1,0.159593536,0.959374168,0.958878046,0.703645279,0.475445398,4.41E-05,1,0.869679546,0.606422615,0.099336099,0.891777947,0.795582969,0.840457725,0.211916836,0.373412939,0.086187941,0.692454488,1,0.832023006,0.681193803,0.74917265,0.936500464,0.078980172,0.699032639,0.955736533,0.053719304,0.870175934,0.827550276,0.208569318,0.578716192,0.350530401,0.905215212,0.194790012,0.954774854,0.750734847,0.172975442,0.496653552,0.008882996,0.860534969,0.201560898,0.567431638,0.337870305,0.583282627,0.289777621,0.94875544,0.578120351,0.122338543,0.381771391,51
acure_aircraft,u-bs714_ens,1,0.88048485,0.067692614,0.004221755,1,0.618049188,0.104768246,0.247654752,0.839669851,0.83608108,0.742606665,1,0.059486096,0.985551912,0.172436661,0.73943368,0.163112356,0.7746008,1,0.69021552,0.060896196,0.123428434,0.081715802,0.556966999,0.868593681,0.762210864,0.200341517,0.959209874,0.925751203,1,0.501277243,0.940380908,0.78496543,0.062998096,0.193556782,0.973935295,0.347662397,0.623467626,0.124113423,0.371357874,0.000723339,0.355304916,0.290861845,0.004255102,0.393541514,0.392326507,0.088193843,0.692032306,0.647884035,0.347874074,0.20731767,0.419738403,0.263247627,0.169702658,0.155788955,0.290210594,0.181072284,0.318936832,0.361191818,0.443700375,52
acure_aircraft,u-bs714_ens,1,0.837369805,0.522742291,0.563140689,1,0.016577695,0.951285119,0.965637628,0.473593862,0.159062371,0.397562467,1,0.54378972,0.702727241,0.772940695,0.200820496,0.592733833,0.297607777,1,0.837032012,0.630232926,0.652220657,0.427462329,0.5018395,0.994643441,0.882148308,0.758416657,0.155862309,0.019830857,1,0.023200933,0.758534216,0.074317308,0.996806239,0.65461188,0.19280845,0.32430831,0.477590163,0.040709741,0.498791748,0.615745259,0.029557053,0.807316755,0.752985276,0.897147917,0.812936697,0.010313143,0.916970722,0.790324671,0.063199085,0.568572822,0.836549027,0.839891796,0.74940204,0.881209497,0.963573714,0.282565197,0.468741108,0.105748243,0.796175922,53
acure_aircraft,u-bs714_ens,1,0.795266362,0.233588964,0.322597465,1,0.191154069,0.189470971,0.132560257,0.710019633,0.100452297,0.775239292,1,0.37381977,0.093322247,0.223875787,0.16462558,0.667142511,0.399524268,1,0.366076595,0.801740037,0.581368337,0.020965498,0.005231557,0.04382832,0.034350257,0.218609034,0.545599429,0.332813644,1,0.980597715,0.008320569,0.215293783,0.177739353,0.921648621,0.948805528,0.849473401,0.963105956,0.627092241,0.062425637,0.178888366,0.898149172,0.797260899,0.357509337,0.191959727,0.267647887,0.169156673,0.189245352,0.560170872,0.159005315,0.415880737,0.158743628,0.032960932,0.612784266,0.078875533,0.340761617,0.944364724,0.413761105,0.712250118,0.156534865,54
acure_aircraft,u-bs714_ens,1,0.875485169,0.403248256,0.298652944,1,0.995879449,0.706776848,0.132475091,0.181302193,0.261473786,0.328403359,1,0.873626255,0.968569825,0.962732905,0.151243705,0.191991093,0.364190752,1,0.477263071,0.622294749,0.691906567,0.404236603,0.044422667,0.262270807,0.061720747,0.509663028,0.983375781,0.781122434,1,0.971282748,0.748482269,0.707231568,0.703336168,0.629525435,0.079357834,0.173275512,0.125111168,0.363984395,0.911696969,0.153067736,0.593917142,0.89822424,0.02108017,0.245818157,0.848698997,0.127040728,0.869689745,0.457856889,0.450771091,0.185464791,0.546361964,0.02006526,0.023032468,0.696848227,0.463106445,0.741999409,0.14722854,0.145389899,0.77781731,55
acure_aircraft,u-bs714_ens,1,0.561401021,0.977509828,0.91743031,1,0.888245536,0.508670774,0.640239437,0.898567898,0.488144137,0.858318665,1,0.007855781,0.899231942,0.247301902,0.755412266,0.254266119,0.294498066,1,0.330860848,0.794967576,0.237006194,0.265100369,0.782840316,0.137093171,0.738352209,0.723376124,0.06180443,0.612524054,1,0.776742469,0.041687917,0.116755882,0.073139832,0.253958828,0.47355937,0.056211139,0.633571987,0.331955507,0.937481904,0.888841791,0.054757618,0.363493566,0.266401113,0.52572024,0.943143739,0.214228088,0.945791599,0.467484508,0.002006252,0.130603372,0.997882423,0.229017351,0.676666442,0.037779316,0.65004667,0.068685252,0.52636321,0.800965313,0.158320344,56
acure_aircraft,u-bs714_ens,1,0.686450292,0.157633801,0.000191518,1,0.255367722,0.32841868,0.030161972,0.59213306,0.174926242,0.905521838,1,0.737181393,0.093997884,0.677742398,0.967127306,0.883164239,0.685062641,1,0.784508388,0.271951823,0.360040532,0.761498425,0.950860062,0.02720863,0.667331029,0.944069816,0.127377843,0.350165104,1,0.683689328,0.779442533,0.04731396,0.981861771,0.863170765,0.9689894,0.540563598,0.53771446,0.675499931,0.545190306,0.011957966,0.872422922,0.153171184,0.956553902,0.506686998,0.264744425,0.478784955,0.993277016,0.408107455,0.198238047,0.273949376,0.635664512,0.30445795,0.109728619,0.162441688,0.667266502,0.492289525,0.965836297,0.885729917,0.867947197,57
acure_aircraft,u-bs714_ens,1,0.395460774,0.854950706,0.899325015,1,0.012963263,0.701994089,0.417023843,0.977328693,0.977701669,0.851895418,1,0.172397907,0.606445608,0.308028495,0.552161145,0.125238764,0.018161099,1,0.214217102,0.302912756,0.940514884,0.182603988,0.151718031,0.456528786,0.771383563,0.958516279,0.729363995,0.739619356,1,0.705981849,0.164489268,0.861898888,0.315805086,0.414780135,0.165790641,0.680109255,0.629250333,0.003625338,0.556609278,0.796007449,0.638767461,0.170592769,0.044694355,0.199085117,0.352754494,0.70427527,0.7305032,0.178666869,0.987510296,0.965833088,0.600355993,0.997151918,0.888923539,0.12699853,0.039148264,0.521285338,0.861393171,0.198822315,0.520285209,58
acure_aircraft,u-bs714_ens,1,0.420651295,0.206261599,0.004432414,1,0.00786778,0.988926981,0.178746992,0.066001604,0.986393658,0.071095969,1,0.127309919,0.624221341,0.982349409,0.275871832,0.951216534,0.25826342,1,0.783939503,0.966142769,0.826726875,0.338162153,0.52414328,0.828040088,0.532794714,0.180652567,0.347310691,0.970142015,1,0.333812882,0.913332052,0.46495448,0.953178235,0.367596975,0.97047766,0.699491987,0.198049922,0.382595681,0.56830799,0.501672778,0.558598078,0.937003677,0.54341895,0.385406271,0.815822831,0.15680271,0.281694069,0.397474782,0.278188145,0.964162214,0.140106229,0.612442615,0.753317526,0.924170191,0.973734033,0.490959936,0.104203818,0.168137702,0.292892662,59
acure_aircraft,u-bs714_ens,1,0.536666685,0.066022064,0.847209802,1,0.541960738,0.284462148,0.729776563,0.21905338,0.16354383,0.800914409,1,0.569185767,0.603667033,0.896231706,0.163357346,0.966785413,0.839442009,1,0.808798743,0.019497198,0.853817675,0.405782216,0.465747769,0.650621378,0.634866859,0.411806868,0.382807973,0.821106942,1,0.988330978,0.159038887,0.295873941,0.693237961,0.923899394,0.025416601,0.634278023,0.624950091,0.366048635,0.642294734,0.145196996,0.987934271,0.812844846,0.264290058,0.02247122,0.006820334,0.880242911,0.028390716,0.68257406,0.077633755,0.444238228,0.216985829,0.441648679,0.042462295,0.691783333,0.004857144,0.94477969,0.789411957,0.793391979,0.928384365,60
acure_aircraft,u-bs714_ens,1,0.972479212,0.98915249,0.399994375,1,0.043718156,0.202369215,0.112648541,0.863987408,0.756635117,0.966153377,1,0.105203001,0.797187684,0.171711949,0.97346937,0.383680427,0.939227427,1,0.989754974,0.955257836,0.372132004,0.711488593,0.843658606,0.272872077,0.916288399,0.107149725,0.400787839,0.195935429,1,0.65062812,0.142139052,0.483076272,0.853713038,0.158733693,0.034548969,0.753078357,0.869756796,0.51320956,0.379796209,0.686199562,0.002456327,0.436276829,0.46755048,0.286892656,0.323176874,0.290424528,0.712931175,0.184640351,0.825569965,0.246611778,0.910741325,0.199159553,0.085134941,0.461786077,0.626221384,0.153388127,0.205534774,0.444281735,0.167033496,61
acure_aircraft,u-bs714_ens,1,0.012959403,0.080501742,0.755675709,1,0.480611161,0.199497936,0.483300039,0.096554492,0.933880398,0.378334167,1,0.228706143,0.065362432,0.989923109,0.712770028,0.16469873,0.318318229,1,0.368540238,0.054553157,0.358264211,0.042938258,0.273650343,0.903577172,0.663957751,0.795423583,0.88825958,0.226702788,1,0.358943133,0.657675014,0.133363621,0.555631875,0.810019391,0.697411789,0.792039659,0.393876587,0.840746538,0.856587155,0.627283248,0.972855044,0.16363509,0.016068501,0.090966104,0.497106892,0.937074954,0.108644953,0.112758745,0.948350712,0.453903915,0.048972377,0.456738007,0.916946899,0.146602744,0.795482838,0.335024346,0.568531521,0.204351864,0.086786744,62
acure_aircraft,u-bs714_ens,1,0.026086362,0.950920104,0.422708738,1,0.886104603,0.679534145,0.253938966,0.957002785,0.821416881,0.861212206,1,0.239665719,0.12312028,0.650922593,0.684201046,0.982217587,0.988034915,1,0.985611609,0.041476537,0.467107233,0.650670568,0.402937288,0.373101954,0.528070046,0.019613026,0.536236632,0.375779954,1,0.043567012,0.858762359,0.820146493,0.056468818,0.682504899,0.331864685,0.879319229,0.122413688,0.789688805,0.393633739,0.347563328,0.103611706,0.805730844,0.682054881,0.490832233,0.27672561,0.765695896,0.125213058,0.030517848,0.165840782,0.853128867,0.613029193,0.913819361,0.203886766,0.178062435,0.622758556,0.593726101,0.996501126,0.462146435,0.615529385,63
acure_aircraft,u-bs714_ens,1,0.806566823,0.67796556,0.218538,1,0.876576151,0.49414139,0.450421194,0.927909196,0.391577982,0.035014521,1,0.978747647,0.215124994,0.065502661,0.235812988,0.681309445,0.902187742,1,0.518421006,0.969324594,0.556671824,0.899546935,0.660475788,0.93496994,0.947394573,0.574114652,0.791010548,0.435088468,1,0.092465247,0.585512988,0.091242363,0.817227584,0.887432137,0.6663854,0.91239706,0.601620009,0.435010693,0.00023131,0.304591379,0.993185453,0.625212115,0.394524654,0.903896179,0.537191816,0.149516563,0.928769722,0.942111514,0.720073994,0.323314697,0.311481384,0.406210453,0.95228197,0.692085555,0.421101195,0.444678793,0.06140126,0.898460183,0.016120232,64
acure_aircraft,u-bs714_ens,1,0.048088167,0.504679219,0.558359384,1,0.44010707,0.672812496,0.921962572,0.187422579,0.577662459,0.631951484,1,0.649663166,0.241984892,0.71712172,0.970845789,0.983048994,0.356533237,1,0.124530457,0.258578597,0.771508886,0.096189706,0.833917897,0.927289378,0.273488802,0.193887002,0.078298362,0.607625591,1,0.948908488,0.532803867,0.98966842,0.961231525,0.461607419,0.93815964,0.568538803,0.909392914,0.352482694,0.696370637,0.125730822,0.255920188,0.895250912,0.140247374,0.005196623,0.82604083,0.047232675,0.839214731,0.832591505,0.102962411,0.822600373,0.88597874,0.235691883,0.645867804,0.863024175,0.603614232,0.220909502,0.491658861,0.849892331,0.344576308,65
acure_aircraft,u-bs714_ens,1,0.735598889,0.732904029,0.977996202,1,0.943138637,0.109266533,0.175422604,0.545041941,0.369788611,0.212110077,1,0.118811489,0.079664375,0.934029853,0.513247853,0.510493694,0.745831732,1,0.291920152,0.665231511,0.060065504,0.03780946,0.733221241,0.139953469,0.244730269,0.722655024,0.894653603,0.761158676,1,0.144726281,0.356178031,0.238541671,0.900278316,0.018772935,0.229832277,0.288293597,0.875395523,0.602819837,0.652882836,0.361012453,0.928178693,0.466497163,0.958441655,0.669195224,0.187258397,0.988061662,0.953008597,0.438142166,0.827079749,0.319256509,0.763915042,0.486283584,0.13028574,0.184999859,0.339997868,0.864342941,0.91161249,0.905885708,0.025147467,66
acure_aircraft,u-bs714_ens,1,0.784975204,0.929893932,0.976700861,1,0.785605538,0.647042095,0.875366094,0.027085457,0.276140122,0.888233148,1,0.993269791,0.928404781,0.78306495,0.202927652,0.459153524,0.132662818,1,0.691186263,0.153878833,0.278586069,0.798360661,0.169266557,0.90844,0.506994768,0.315257105,0.696263864,0.671182928,1,0.453798346,0.622057788,0.705210685,0.987251541,0.864117601,0.168545657,0.795846969,0.937014368,0.213834252,0.927746254,0.917091492,0.334392604,0.547578839,0.240754081,0.985355424,0.309057196,0.508976224,0.562763378,0.546386681,0.306604149,0.783563261,0.024046079,0.063791612,0.556734477,0.435179923,0.956646714,0.543034735,0.028249983,0.087277831,0.27419594,67
acure_aircraft,u-bs714_ens,1,0.745467356,0.030475779,0.372520081,1,0.18217465,0.886325753,0.2150149,0.548193971,0.023436293,0.016092537,1,0.712547774,0.152117791,0.106357385,0.506651336,0.495854933,0.622005734,1,0.540834434,0.576843645,0.761965387,0.866744704,0.711189189,0.012165149,0.498233828,0.007121198,0.602831194,0.469908064,1,0.255562735,0.84514306,0.958407043,0.043354862,0.013825217,0.105859792,0.006092407,0.498576244,0.307088601,0.268569676,0.258407811,0.231416564,0.082739524,0.413556168,0.495358456,0.191873725,0.083296469,0.797611938,0.181322595,0.146996126,0.036149346,0.033638892,0.371065272,0.476055107,0.4817738,0.327157058,0.663919296,0.106721851,0.616214987,0.939028129,68
acure_aircraft,u-bs714_ens,1,0.019649267,0.128110483,0.397957598,1,0.884686099,0.994293615,0.514024633,0.792979045,0.033181249,0.911241117,1,0.580895229,0.274530458,0.131229908,0.061823178,0.026876992,0.430222305,1,0.160879351,0.087702744,0.93244993,0.063060973,0.646149597,0.362792278,0.875913805,0.68192717,0.436333339,0.556820493,1,0.872239553,0.536885038,0.548004009,0.830909136,0.890977298,0.782921067,0.301868794,0.994493933,0.087279131,0.019435425,0.549651523,0.246817402,0.722361774,0.216248093,0.28582979,0.52407319,0.076943071,0.22747574,0.196550154,0.15653327,0.400325751,0.722677638,0.955026111,0.678393512,0.674637533,0.916209049,0.832634472,0.715254495,0.087603976,0.69375042,69
